date,split_adj_close,adj_close,factor
2006-03-17,41.450000,35.463300,0.8555681544
2006-03-24,41.300000,35.334900,0.8555665860
2006-03-31,41.930000,35.873900,0.8555664202
2006-04-07,42.320000,36.207600,0.8555671078
2006-04-13,42.099998,36.019400,0.8555677366
2006-04-21,42.000000,35.933800,0.8555666667
2006-04-28,41.850000,35.805500,0.8555675030
2006-05-05,42.160000,36.070700,0.8555668880
2006-05-12,40.190000,34.385200,0.8555660612
2006-05-19,39.350000,33.666600,0.8555679797
2006-05-26,39.490000,33.786300,0.8555659661
2006-06-02,39.640000,33.916400,0.8556104945
2006-06-09,38.150000,32.768200,0.8589305374
2006-06-16,38.340000,32.824400,0.8561398018
2006-06-23,38.150000,32.661800,0.8561415465
2006-06-30,38.770000,33.192600,0.8561413464
2006-07-07,37.690000,32.267900,0.8561395596
2006-07-14,35.940000,30.769700,0.8561407902
2006-07-21,35.700000,30.564200,0.8561400560
2006-07-28,37.110000,31.771400,0.8561412018
2006-08-04,36.950000,31.634400,0.8561407307
2006-08-11,36.530000,31.274800,0.8561401588
2006-08-18,38.790000,33.209700,0.8561407579
2006-08-25,38.320000,32.807300,0.8561403967
2006-09-01,39.080002,33.458000,0.8561412049
2006-09-08,38.720000,33.149800,0.8561415289
2006-09-15,40.110000,34.359800,0.8566392421
2006-09-22,39.870000,34.154200,0.8566390770
2006-09-29,40.650000,34.822400,0.8566396064
2006-10-06,41.410000,35.473500,0.8566409080
2006-10-13,42.430000,36.347200,0.8566391704
2006-10-20,42.000000,35.978900,0.8566404762
2006-10-27,42.210000,36.158800,0.8566406065
2006-11-03,41.930000,35.918900,0.8566396375
2006-11-10,43.029999,36.861200,0.8566395737
2006-11-17,44.300000,37.949100,0.8566388262
2006-11-24,44.650000,38.249000,0.8566405375
2006-12-01,43.660000,37.400900,0.8566399450
2006-12-08,43.900000,37.606500,0.8566400911
2006-12-15,44.430000,38.107200,0.8576907495
2006-12-22,42.930000,36.820700,0.8576915910
2006-12-29,43.160000,37.017900,0.8576899907
2007-01-05,43.850000,37.609700,0.8576898518
2007-01-12,45.310000,38.862000,0.8576914588
2007-01-19,44.170000,37.884200,0.8576907403
2007-01-26,43.570000,37.369600,0.8576910718
2007-02-02,44.160000,37.875600,0.8576902174
2007-02-09,43.880000,37.601200,0.8569097539
2007-02-16,44.710000,38.347300,0.8576895549
2007-02-23,45.260000,38.819100,0.8576911180
2007-03-02,42.480000,36.434700,0.8576906780
2007-03-09,42.930000,36.820700,0.8576915910
2007-03-16,42.830000,36.757800,0.8582255428
2007-03-23,44.120000,37.864900,0.8582252947
2007-03-30,43.530000,37.358500,0.8582242132
2007-04-05,44.560000,38.242500,0.8582248654
2007-04-13,44.650000,38.319800,0.8582262038
2007-04-20,45.400000,38.963400,0.8582246696
2007-04-27,46.570000,39.967500,0.8582241787
2007-05-04,46.630000,40.019000,0.8582243191
2007-05-11,46.780000,40.147800,0.8582257375
2007-05-18,46.710000,40.087700,0.8582252194
2007-05-25,46.450000,39.864600,0.8582260495
2007-06-01,47.440000,40.714200,0.8582251265
2007-06-08,46.910000,40.259300,0.8582242592
2007-06-15,47.760000,40.994800,0.8583500838
2007-06-22,47.290000,40.616900,0.8588898287
2007-06-29,47.600000,40.883100,0.8588886555
2007-07-06,48.860000,41.965300,0.8588886615
2007-07-13,49.900000,42.858600,0.8588897796
2007-07-20,50.049999,42.987400,0.8588891280
2007-07-27,47.990000,41.218100,0.8588893519
2007-08-03,47.420000,40.728500,0.8588886546
2007-08-10,47.280000,40.608300,0.8588895939
2007-08-17,46.310000,39.775200,0.8588900885
2007-08-24,48.200000,41.398500,0.8588900415
2007-08-31,48.870000,41.973900,0.8588888889
2007-09-07,48.230000,41.424200,0.8588886585
2007-09-14,49.220000,42.274500,0.8588886631
2007-09-21,50.360000,43.276000,0.8593328038
2007-09-28,51.410000,44.178300,0.8593328146
2007-10-05,52.820000,45.388200,0.8592995078
2007-10-12,53.530000,46.000100,0.8593330843
2007-10-19,52.440000,45.063400,0.8593325706
2007-10-26,53.930000,46.343800,0.8593324680
2007-11-02,54.420000,46.764900,0.8593329658
2007-11-09,50.000000,42.966600,0.8593320000
2007-11-16,50.280000,43.207200,0.8593317422
2007-11-23,49.840000,42.829100,0.8593318620
2007-11-30,51.310000,44.092400,0.8593334633
2007-12-07,52.330000,44.968900,0.8593330785
2007-12-14,50.970000,43.800200,0.8593329409
2007-12-21,51.850000,44.602200,0.8602160077
2007-12-28,51.820000,44.610800,0.8608799691
2008-01-04,48.400000,41.634500,0.8602169421
2008-01-11,47.049999,40.473200,0.8602168089
2008-01-18,45.350000,39.010800,0.8602160970
2008-01-25,43.990000,37.840900,0.8602159582
2008-02-01,45.590000,39.217200,0.8602149594
2008-02-08,43.600000,37.505400,0.8602155963
2008-02-15,43.820000,37.694700,0.8602167960
2008-02-22,43.680000,37.574200,0.8602152015
2008-02-29,42.950000,36.946300,0.8602165308
2008-03-07,42.070000,36.189300,0.8602163062
2008-03-14,42.250000,36.344100,0.8602153846
2008-03-20,43.090000,37.094700,0.8608656301
2008-03-28,43.490000,37.439000,0.8608645666
2008-04-04,45.860000,39.479300,0.8608656782
2008-04-11,44.280000,38.119100,0.8608649503
2008-04-18,46.710000,40.211000,0.8608649112
2008-04-25,47.150000,40.589800,0.8608653234
2008-05-02,48.770000,41.984400,0.8608652860
2008-05-09,48.210000,41.502300,0.8608649658
2008-05-16,50.009998,43.051800,0.8608638565
2008-05-23,48.200000,41.493700,0.8608651452
2008-05-30,50.009998,43.051900,0.8608658561
2008-06-06,49.029999,42.208200,0.8608647942
2008-06-13,48.370000,41.640100,0.8608662394
2008-06-20,47.420000,40.851900,0.8614909321
2008-06-27,45.650000,39.327000,0.8614895947
2008-07-03,44.630000,38.448300,0.8614900291
2008-07-11,44.560000,38.388000,0.8614901257
2008-07-18,44.590000,38.413800,0.8614891231
2008-07-25,45.270000,38.999700,0.8614910537
2008-08-01,44.880000,38.663700,0.8614906417
2008-08-08,47.320000,40.765700,0.8614898563
2008-08-15,48.160000,41.489400,0.8614908638
2008-08-22,47.490000,40.912200,0.8614908402
2008-08-29,46.120000,39.731900,0.8614895924
2008-09-05,43.450000,37.431700,0.8614890679
2008-09-12,43.430000,37.414500,0.8614897536
2008-09-19,42.900000,36.982100,0.8620536131
2008-09-26,41.080002,35.413200,0.8620544858
2008-10-03,36.180000,31.189100,0.8620536208
2008-10-10,31.320000,26.999500,0.8620530013
2008-10-17,32.300000,27.844300,0.8620526316
2008-10-24,29.510000,25.439200,0.8620535412
2008-10-31,32.890000,28.352900,0.8620522955
2008-11-07,31.190000,26.887500,0.8620551459
2008-11-14,28.980000,24.982300,0.8620531401
2008-11-21,26.670000,22.991000,0.8620547432
2008-11-28,29.120000,25.103000,0.8620535714
2008-12-05,28.940000,24.947800,0.8620525225
2008-12-12,29.680000,25.585800,0.8620552561
2008-12-19,29.860000,25.778400,0.8633087743
2008-12-26,29.130000,25.148200,0.8633093031
2009-01-02,31.030001,26.788500,0.8633096725
2009-01-09,30.070000,25.959700,0.8633089458
2009-01-16,29.420000,25.398500,0.8633072740
2009-01-23,28.900000,24.949600,0.8633079585
2009-01-30,29.059999,25.087700,0.8633069808
2009-02-06,31.370000,27.082000,0.8633088938
2009-02-13,30.430000,26.270500,0.8633092343
2009-02-20,28.870000,24.923700,0.8633079321
2009-02-27,27.530000,23.766900,0.8633091173
2009-03-06,26.300000,22.705000,0.8633079848
2009-03-13,28.740000,24.811500,0.8633089770
2009-03-20,29.180000,25.233500,0.8647532557
2009-03-27,30.820000,26.651700,0.8647534069
2009-04-03,32.350000,27.974800,0.8647542504
2009-04-09,32.940000,28.485000,0.8647540984
2009-04-17,33.310000,28.805000,0.8647553287
2009-04-24,33.690000,29.133600,0.8647551202
2009-05-01,34.370000,29.721600,0.8647541461
2009-05-08,34.230000,29.600500,0.8647531405
2009-05-15,33.370000,28.856900,0.8647557687
2009-05-22,33.540000,29.003900,0.8647555158
2009-05-29,35.380000,30.595000,0.8647540984
2009-06-05,36.780000,31.805700,0.8647553018
2009-06-12,36.650000,31.693300,0.8647557981
2009-06-19,36.160000,31.307500,0.8658047566
2009-06-26,36.370000,31.489300,0.8658042343
2009-07-02,35.600000,30.822700,0.8658061798
2009-07-10,34.920000,30.233900,0.8658046964
2009-07-17,37.560000,32.519700,0.8658067093
2009-07-24,39.049999,33.809700,0.8658053999
2009-07-31,39.450000,34.156000,0.8658048162
2009-08-07,39.880000,34.528300,0.8658049147
2009-08-14,39.630000,34.311900,0.8658062074
2009-08-21,40.290000,34.883300,0.8658054108
2009-08-28,40.440000,35.013200,0.8658061325
2009-09-04,40.360000,34.943900,0.8658052527
2009-09-11,41.520000,35.948200,0.8658044316
2009-09-18,42.440000,36.780100,0.8666376060
2009-09-25,41.700000,36.138800,0.8666378897
2009-10-02,40.880000,35.428100,0.8666364971
2009-10-09,42.480000,36.814700,0.8666360640
2009-10-16,42.780000,37.074700,0.8666362786
2009-10-23,43.130000,37.378100,0.8666380709
2009-10-30,40.960000,35.497400,0.8666357422
2009-11-06,42.600000,36.918700,0.8666361502
2009-11-13,44.009998,38.140700,0.8666371614
2009-11-20,43.440000,37.646700,0.8666367403
2009-11-27,43.510000,37.707400,0.8666375546
2009-12-04,44.120000,38.236000,0.8666364461
2009-12-11,44.130000,38.244700,0.8666372082
2009-12-18,44.460000,38.597900,0.8681488979
2009-12-24,45.980000,39.917500,0.8681491953
2009-12-31,45.750000,39.717800,0.8681486339
2010-01-08,46.550000,40.412400,0.8681503759
